ID,Date,Open,High,Low,Close,Vol.,Change %
485,2014-5-20,13,13.1,12.95,13.05,12050000,0.0038
486,2014-5-21,13,13.2,13,13.05,55250000,0.0000
487,2014-5-22,13.05,13.1,12.85,13,6090000,-0.0038
488,2014-5-23,12.85,13.05,12.75,12.95,2740000,-0.0038
489,2014-5-26,13,13.05,13,13,2210000,0.0039
490,2014-5-27,13,13.05,12.95,13,17520000,0.0000
491,2014-5-28,12.95,13,12.9,12.95,23770000,-0.0038
492,2014-5-29,12.95,13.05,12.9,13,29630000,0.0039
493,2014-5-30,13,13.1,12.9,12.95,16310000,-0.0038
494,2014-6-3,12.95,12.95,12.7,12.8,44050000,-0.0116
495,2014-6-4,12.8,12.9,12.8,12.8,19830000,0.0000
496,2014-6-5,12.95,12.95,12.8,12.8,31260000,0.0000
497,2014-6-6,12.8,12.95,12.8,12.8,1600000,0.0000
498,2014-6-9,12.8,12.95,12.8,12.85,16150000,0.0039
499,2014-6-10,12.8,12.9,12.8,12.85,19400000,0.0000
500,2014-6-11,12.8,13.05,12.8,12.9,11000000,0.0039
501,2014-6-12,12.9,13,12.85,12.95,15640000,0.0039
502,2014-6-13,12.95,13,12.85,12.9,4040000,-0.0039
503,2014-6-16,12.9,12.95,12.8,12.85,1410000,-0.0039
504,2014-6-17,12.8,12.9,12.8,12.85,14530000,0.0000
505,2014-6-18,12.85,12.9,12.7,12.8,44460000,-0.0039
506,2014-6-19,12.8,12.85,12.55,12.8,8810000,0.0000
507,2014-6-20,12.8,12.9,12.75,12.8,16250000,0.0000
508,2014-6-23,12.8,12.85,12.75,12.8,8830000,0.0000
509,2014-6-24,12.8,12.8,12.5,12.65,19780000,-0.0117
510,2014-6-25,12.6,12.7,12,12.55,17580000,-0.0079
511,2014-6-26,12.2,12.5,12.2,12.4,24170000,-0.0120
512,2014-6-27,12.35,12.55,12.35,12.45,22860000,0.0040
513,2014-6-30,12.5,12.6,12.45,12.45,6480000,0.0000
514,2014-7-1,12.5,13,12.5,12.65,17980000,0.0161
515,2014-7-2,12.7,13.05,12.55,12.95,17910000,0.0237
516,2014-7-3,12.65,12.8,12.55,12.75,1590000,-0.0154
517,2014-7-4,12.7,12.8,12.65,12.7,1790000,-0.0039
518,2014-7-7,12.75,12.9,12.7,12.75,24370000,0.0039
519,2014-7-8,12.75,12.95,12.7,12.75,67820000,0.0000
520,2014-7-9,12.75,12.85,12.65,12.7,6320000,-0.0039
521,2014-7-10,12.75,12.75,12.5,12.55,10890000,-0.0118
522,2014-7-11,12.6,12.6,12.2,12.4,2340000,-0.0120
523,2014-7-14,12.45,12.5,12.3,12.35,11880000,-0.0040
524,2014-7-15,12.4,12.45,12.3,12.3,8040000,-0.0040
525,2014-7-16,12.3,12.35,12.1,12.15,12250000,-0.0122
526,2014-7-17,12.2,12.2,12,12.05,24870000,-0.0082
527,2014-7-18,12.05,12.25,12.05,12.1,15450000,0.0041
528,2014-7-21,12.1,12.15,11.85,12,26140000,-0.0083
529,2014-7-22,11.9,12.05,11.75,11.95,19820000,-0.0042
530,2014-7-23,12,12.1,12,12.05,9100000,0.0084
531,2014-7-24,12,12.1,12,12,4180000,-0.0041
532,2014-7-25,12,12.35,12,12.2,24480000,0.0167
533,2014-7-28,12.3,12.3,11.9,12,4540000,-0.0164
534,2014-7-30,12,12.1,11.95,12.05,10490000,0.0042
535,2014-7-31,12.05,12.4,12.05,12.2,5110000,0.0124
536,2014-8-1,12.25,12.6,12.25,12.45,6180000,0.0205
537,2014-8-4,12.6,12.7,12.45,12.5,4690000,0.0040
538,2014-8-5,12.5,13,12.5,12.6,22650000,0.0080
539,2014-8-6,12.6,13,12.6,12.95,11490000,0.0278
540,2014-8-7,12.9,12.95,12.5,12.9,16410000,-0.0039
541,2014-8-8,12.7,12.9,12.55,12.8,5820000,-0.0078
542,2014-8-11,12.6,12.85,12.6,12.75,3690000,-0.0039
543,2014-8-12,12.6,12.95,12.6,12.8,4410000,0.0039
544,2014-8-13,12.8,12.85,12.65,12.75,2960000,-0.0039
545,2014-8-14,12.75,12.9,12.65,12.8,7310000,0.0039
546,2014-8-15,12.8,12.8,12.65,12.7,1020000,-0.0078
547,2014-8-18,12.7,12.85,12.7,12.75,26880000,0.0039
548,2014-8-19,12.7,12.8,12.65,12.75,9190000,0.0000
549,2014-8-20,12.75,12.9,12.75,12.8,7310000,0.0039
550,2014-8-21,12.75,12.85,12.75,12.75,20900000,-0.0039
551,2014-8-22,12.75,12.8,12.7,12.75,30160000,0.0000
552,2014-8-25,12.75,12.8,12.7,12.75,2580000,0.0000
553,2014-8-26,12.75,12.8,12.75,12.75,1720000,0.0000
554,2014-8-27,12.75,12.85,12.7,12.75,30990000,0.0000
555,2014-8-28,12.75,12.85,12.7,12.75,1980000,0.0000
556,2014-8-29,12.75,13.05,12.75,12.95,13570000,0.0157
557,2014-9-1,13.1,13.3,12.95,13.15,2740000,0.0154
558,2014-9-2,13.05,13.4,13,13.2,8680000,0.0038
559,2014-9-3,13.2,13.5,13.2,13.4,12300000,0.0152
560,2014-9-4,13.4,13.4,13.1,13.2,6150000,-0.0149
561,2014-9-5,13.15,13.35,13.1,13.2,1140000,0.0000
562,2014-9-8,13.2,13.35,13.2,13.25,3960000,0.0038
563,2014-9-9,13.3,13.3,13.2,13.25,10160000,0.0000
564,2014-9-10,13.25,13.25,13,13.15,13200000,-0.0075
565,2014-9-11,13.05,13.15,12.85,12.95,10950000,-0.0152
566,2014-9-12,12.5,13,12.5,12.9,12280000,-0.0039
567,2014-9-15,12.9,13,12.85,12.9,16070000,0.0000
568,2014-9-16,12.95,12.95,12.8,12.85,15420000,-0.0039
569,2014-9-17,12.8,12.8,12.15,12.5,30420000,-0.0272
570,2014-9-18,12.5,12.7,12.5,12.6,6210000,0.0080
571,2014-9-19,12.6,12.7,12.5,12.6,30920000,0.0000
572,2014-9-22,12.55,12.65,12.5,12.6,28530000,0.0000
573,2014-9-23,12.6,12.65,12.5,12.55,9410000,-0.0040
574,2014-9-24,12.6,12.65,12.5,12.55,9580000,0.0000
575,2014-9-25,12.55,12.65,12.55,12.6,5590000,0.0040
576,2014-9-26,12.65,12.75,12.6,12.7,12570000,0.0079
577,2014-9-29,12.7,13.05,12.65,12.85,7490000,0.0118
578,2014-9-30,12.8,13,12.75,12.9,11740000,0.0039
579,2014-10-1,12.95,13,12.8,12.95,4430000,0.0039
580,2014-10-2,12.95,12.95,12.75,12.75,5930000,-0.0154
581,2014-10-3,12.75,12.85,12,12.7,4370000,-0.0039
582,2014-10-6,12.9,12.9,12.6,12.65,834100,-0.0039
583,2014-10-7,12.7,12.9,12.6,12.75,3250000,0.0079
584,2014-10-8,12.8,13,12.7,12.85,2550000,0.0078
585,2014-10-9,12.9,12.95,12.75,12.85,6910000,0.0000
586,2014-10-10,12.8,12.85,12.75,12.8,6560000,-0.0039
587,2014-10-13,12.75,12.8,12.7,12.75,12040000,-0.0039
588,2014-10-14,12.75,12.75,12.65,12.65,6840000,-0.0078
589,2014-10-15,12.8,12.8,12.5,12.55,1780000,-0.0079
590,2014-10-16,12.55,12.6,12.5,12.5,5600000,-0.0040
591,2014-10-17,12.5,12.5,12,12.15,3330000,-0.0280
592,2014-10-21,12,12.5,11.85,12.15,13730000,0.0000
593,2014-10-22,12.4,12.55,12.3,12.45,5350000,0.0247
594,2014-10-23,12.5,12.6,12.5,12.55,10690000,0.0080
595,2014-10-24,12.45,12.5,12.05,12.25,2790000,-0.0239
596,2014-10-27,12.3,12.5,12.15,12.2,4550000,-0.0041
597,2014-10-28,12.05,12.2,12.05,12.1,11880000,-0.0082
598,2014-10-29,12.1,12.3,12.1,12.15,8940000,0.0041
599,2014-10-30,12.2,12.25,12.1,12.15,6570000,0.0000
600,2014-10-31,12.1,12.3,12.1,12.15,6240000,0.0000
601,2014-11-3,12.15,12.3,12.15,12.2,7190000,0.0041
602,2014-11-4,12.2,12.25,12.15,12.2,4150000,0.0000
603,2014-11-5,12.25,13,12.2,12.7,14620000,0.0410
604,2014-11-6,12.2,13,12.2,12.8,25780000,0.0079
605,2014-11-7,12.7,13.1,12.7,12.95,17540000,0.0117
606,2014-11-10,12.9,13.05,12.45,12.95,9210000,0.0000
607,2014-11-11,12.8,13.05,12.75,13,3310000,0.0039
608,2014-11-12,13,13.55,12.8,13.35,24900000,0.0269
609,2014-11-13,13.5,13.75,13,13.55,6790000,0.0150
610,2014-11-14,13.5,13.85,13.3,13.7,6000000,0.0111
611,2014-11-17,13.6,13.85,13.5,13.75,1220000,0.0036
612,2014-11-18,13.75,13.85,13.6,13.75,4210000,0.0000
613,2014-11-19,13.8,13.85,13.55,13.7,14860000,-0.0036
614,2014-11-20,13.55,13.7,13.55,13.65,110580000,-0.0036
615,2014-11-21,13.6,13.65,13.5,13.6,12540000,-0.0037
616,2014-11-24,13.5,13.65,13,13.45,1390000,-0.0110
617,2014-11-25,13.45,13.65,13.2,13.55,17660000,0.0074
618,2014-11-26,13.6,13.95,13.3,13.8,12090000,0.0185
619,2014-11-27,13.75,14,13.6,13.9,7150000,0.0072
620,2014-11-28,13.95,13.95,13.7,13.8,12070000,-0.0072
621,2014-12-1,14,14,13.8,13.9,6080000,0.0072
622,2014-12-2,13.8,14,13.8,13.95,8610000,0.0036
623,2014-12-3,13.95,14.65,13.95,14.2,20750000,0.0179
624,2014-12-4,14.35,14.7,14.1,14.55,4820000,0.0246
625,2014-12-5,14.6,14.95,14.6,14.8,5340000,0.0172
626,2014-12-8,14.75,15.15,14.7,15,36780000,0.0135
627,2014-12-9,15.1,15.15,14.9,15,22230000,0.0000
628,2014-12-10,15,15,14.3,14.65,9360000,-0.0233
629,2014-12-11,14.5,14.65,14,14.05,18900000,-0.0410
630,2014-12-15,14.05,14.5,13.75,13.95,13570000,-0.0071
631,2014-12-16,13.95,14.05,13.8,13.9,45890000,-0.0036
632,2014-12-17,13.9,13.95,13.3,13.4,32760000,-0.0360
633,2014-12-18,13.85,13.85,13.25,13.35,6320000,-0.0037
634,2014-12-19,13.4,13.7,13.3,13.5,24440000,0.0112
635,2014-12-22,13.4,13.6,13.35,13.45,10430000,-0.0037
636,2014-12-23,13.45,14.05,13.45,13.9,6460000,0.0335
637,2014-12-24,13.8,14.1,13.8,14,4560000,0.0072
638,2014-12-29,14,14.2,14,14.05,19250000,0.0036
639,2014-12-30,14.1,14.25,14,14.1,15520000,0.0036
640,2014-12-31,14.15,14.15,14,14.05,7610000,-0.0035
641,2015-1-2,14.1,14.5,14.05,14.15,8650000,0.0071
642,2015-1-5,14.15,14.3,14,14.05,2560000,-0.0071
643,2015-1-6,14,14.1,13.8,13.9,11810000,-0.0107
644,2015-1-7,14,14,13.8,13.9,5020000,0.0000
645,2015-1-8,13.85,13.9,13.6,13.75,3750000,-0.0108
646,2015-1-9,13.7,13.85,13,13.75,2160000,0.0000
647,2015-1-12,13.75,14.05,13.75,13.85,2370000,0.0073
648,2015-1-13,14.05,15,14,14.7,1350000,0.0614
649,2015-1-14,14.2,15,14.2,14.85,10800000,0.0102
650,2015-1-15,14.8,14.85,14.5,14.6,9220000,-0.0168
651,2015-1-16,14.6,14.9,14.5,14.85,5720000,0.0171
652,2015-1-19,14.85,14.85,14.35,14.55,1590000,-0.0202
653,2015-1-20,14.5,14.5,13.9,13.95,14470000,-0.0412
654,2015-1-21,14.85,14.85,14.1,14.2,7500000,0.0179
655,2015-1-22,14.2,14.5,14.1,14.2,3670000,0.0000
656,2015-1-23,14.3,14.3,14.1,14.15,14170000,-0.0035
657,2015-1-26,14.2,14.2,14,14,7050000,-0.0106
658,2015-1-27,14,14.2,14,14.1,5270000,0.0071
659,2015-1-28,14.15,14.3,14.1,14.15,8610000,0.0035
660,2015-1-29,14.15,14.2,14.1,14.1,7360000,-0.0035
661,2015-1-30,14.1,14.25,14.1,14.15,9100000,0.0035
662,2015-2-2,14.1,14.3,14.1,14.25,14710000,0.0071
663,2015-2-3,14.25,14.5,14.2,14.3,1890000,0.0035
664,2015-2-4,14.3,14.75,14.3,14.45,2270000,0.0105
665,2015-2-5,14.6,14.75,14.45,14.55,8380000,0.0069
666,2015-2-6,14.45,14.7,14.45,14.55,5470000,0.0000
667,2015-2-9,14.5,15,14.5,14.8,13760000,0.0172
668,2015-2-10,14.8,14.95,14.5,14.8,11690000,0.0000
669,2015-2-11,14.8,14.95,14.6,14.85,12590000,0.0034
670,2015-2-12,14.85,14.9,14.5,14.75,10560000,-0.0067
671,2015-2-13,14.85,14.95,14.85,14.85,25000000,0.0068
672,2015-2-16,14.8,14.95,14.8,14.85,1320000,0.0000
673,2015-2-17,14.85,14.9,14.8,14.85,3230000,0.0000
674,2015-2-18,14.85,15.1,14.85,14.95,6540000,0.0067
675,2015-2-19,15,15.3,15,15.15,3820000,0.0134
676,2015-2-20,15.15,15.5,15.15,15.35,5610000,0.0132
677,2015-2-23,15.35,15.7,15.35,15.45,4370000,0.0065
678,2015-2-24,15.55,15.95,15.55,15.7,6850000,0.0162
679,2015-2-25,15.8,16,15.7,15.9,33860000,0.0127
680,2015-2-26,16,16,15.6,15.75,5680000,-0.0094
681,2015-2-27,15.75,15.9,15.75,15.8,9110000,0.0032
682,2015-3-2,15.85,16,15.25,15.65,5210000,-0.0095
683,2015-3-3,15.45,15.65,15.3,15.4,30440000,-0.0160
684,2015-3-4,15.4,16,15.35,15.45,22040000,0.0032
685,2015-3-5,15.65,15.8,15.55,15.7,3840000,0.0162
686,2015-3-6,15.7,15.95,15.6,15.8,5830000,0.0064
687,2015-3-9,15.7,15.8,15.4,15.55,6600000,-0.0158
688,2015-3-10,15.55,15.85,15.55,15.75,8940000,0.0129
689,2015-3-11,15.75,16,15.75,15.85,3250000,0.0063
690,2015-3-12,15.95,16,15.8,15.95,9550000,0.0063
691,2015-3-13,15.9,16,15.5,15.8,6920000,-0.0094
692,2015-3-16,15.75,15.8,15.6,15.65,11980000,-0.0095
693,2015-3-17,15.7,15.75,15,15.6,6760000,-0.0032
694,2015-3-18,15.65,15.9,15.65,15.75,6760000,0.0096
695,2015-3-19,15.75,15.95,15.75,15.9,4480000,0.0095
696,2015-3-20,15.85,15.95,15.8,15.85,5860000,-0.0031
697,2015-3-23,15.85,16,15.85,15.9,4800000,0.0032
698,2015-3-24,15.95,16.1,15.95,16,6650000,0.0063
699,2015-3-25,16,16.25,16,16.1,3170000,0.0063
700,2015-3-26,16.1,17,16.1,16.45,20190000,0.0217
701,2015-3-27,16.7,17.5,16.5,16.6,2840000,0.0091
702,2015-3-30,16.7,16.95,16.5,16.7,5050000,0.0060
703,2015-3-31,16.85,17.4,16.8,17.05,6060000,0.0210
704,2015-4-1,17.2,17.4,16.8,17,23450000,-0.0029
705,2015-4-2,17,17.05,15.85,16.6,10230000,-0.0235
706,2015-4-7,16.6,16.6,15.75,15.9,25350000,-0.0422
707,2015-4-8,15.9,16.2,15.85,15.95,20210000,0.0031
708,2015-4-9,16.4,16.5,16.15,16.35,16650000,0.0251
709,2015-4-10,16.35,16.35,15.75,15.9,30230000,-0.0275
710,2015-4-13,16.1,16.35,15.9,16,1190000,0.0063
711,2015-4-14,16.05,16.35,16,16.1,5470000,0.0063
712,2015-4-15,16.1,16.5,16.05,16.3,2170000,0.0124
713,2015-4-16,16.4,17,16.35,16.75,2940000,0.0276
714,2015-4-17,17,17.5,16.65,17.2,13010000,0.0269
715,2015-4-20,17.3,17.4,17,17.25,5350000,0.0029
716,2015-4-21,17.3,17.4,17.05,17.2,5580000,-0.0029
717,2015-4-22,17.2,17.2,17,17.05,4110000,-0.0087
718,2015-4-23,17.05,17.4,17.05,17.2,8080000,0.0088
719,2015-4-24,17.25,17.4,17.15,17.3,14060000,0.0058
720,2015-4-27,17.3,17.3,17.05,17.1,2990000,-0.0116
721,2015-4-28,17.05,17.4,17,17.2,1660000,0.0058
722,2015-4-29,17.4,17.5,17.2,17.3,25200000,0.0058
723,2015-4-30,17.3,17.5,17.3,17.4,4950000,0.0058
724,2015-5-4,17.4,17.5,17.35,17.45,6840000,0.0029
725,2015-5-5,17.45,17.65,17.4,17.5,4540000,0.0029
726,2015-5-6,17.5,17.9,17.5,17.55,11930000,0.0029
727,2015-5-7,17.55,17.7,16.95,17.15,19810000,-0.0228
728,2015-5-8,17.55,17.55,16.95,17.05,29260000,-0.0058
729,2015-5-11,17.05,17.15,16.75,16.9,10930000,-0.0088
730,2015-5-12,16.9,16.9,16.25,16.65,17860000,-0.0148
731,2015-5-13,16.5,16.5,15.85,16.1,22160000,-0.0330
732,2015-5-14,16.3,16.45,16.2,16.35,4220000,0.0155
733,2015-5-15,16.2,16.5,16.2,16.35,9940000,0.0000
734,2015-5-18,16.4,16.7,16.35,16.5,7840000,0.0092
735,2015-5-19,16.5,16.75,16.5,16.6,10560000,0.0061
736,2015-5-20,16.6,16.7,16.35,16.45,10060000,-0.0090
737,2015-5-21,16.45,16.55,16.25,16.3,8670000,-0.0091
738,2015-5-22,16.3,16.3,16.1,16.2,11530000,-0.0061
739,2015-5-25,16.3,16.3,15.95,16,11040000,-0.0123
740,2015-5-26,15.95,16,15.5,15.65,8630000,-0.0219
741,2015-5-27,15.5,15.6,15,15.2,64510000,-0.0288
742,2015-5-28,15.2,15.7,15.2,15.55,12820000,0.0230
743,2015-5-29,15.6,16.8,15.6,15.85,34340000,0.0193
744,2015-6-2,15.85,16.9,15.85,16.5,2440000,0.0410
745,2015-6-3,16.5,16.7,16.05,16.4,17790000,-0.0061
746,2015-6-4,16.45,16.7,16,16.45,11520000,0.0030
747,2015-6-5,16.3,16.65,16.1,16.35,5050000,-0.0061
748,2015-6-8,16.35,16.35,15.9,16.1,11190000,-0.0153
749,2015-6-9,16.3,16.3,16,16.05,21380000,-0.0031
750,2015-6-10,16.05,16.1,16,16.05,7370000,0.0000
751,2015-6-11,16,16.05,16,16.05,14350000,0.0000
752,2015-6-12,16.05,16.25,16.05,16.05,3420000,0.0000
753,2015-6-15,16.05,16.15,16.05,16.1,6980000,0.0031
754,2015-6-16,16.1,16.25,16,16.1,11030000,0.0000
755,2015-6-17,16.2,16.2,16,16.05,1960000,-0.0031
756,2015-6-18,16.05,16.1,16,16.05,24400000,0.0000
757,2015-6-19,16.05,16.1,16.05,16.05,11690000,0.0000
758,2015-6-22,16.1,16.7,15.9,16.35,10920000,0.0187
759,2015-6-23,16,16.1,15.9,16,11200000,-0.0214
760,2015-6-24,16.05,16.2,16.05,16.05,4050000,0.0031
761,2015-6-25,16.05,16.2,16,16.1,21430000,0.0031
762,2015-6-26,16.1,16.2,16.05,16.1,3700000,0.0000
763,2015-6-29,16.1,16.4,16.1,16.3,6020000,0.0124
764,2015-6-30,16.35,16.6,16.3,16.45,8440000,0.0092
765,2015-7-1,16.6,16.6,16.45,16.5,6560000,0.0030
766,2015-7-2,16.5,16.55,16.3,16.45,2690000,-0.0030
767,2015-7-3,16.5,16.5,16.3,16.35,295100,-0.0061
768,2015-7-6,16.35,16.5,16.2,16.35,2590000,0.0000
769,2015-7-7,16.35,16.9,16.2,16.35,2090000,0.0000
770,2015-7-8,16.45,16.6,15.9,16.15,49670000,-0.0122
771,2015-7-9,16,16.2,15.8,16,48130000,-0.0093
772,2015-7-10,15.95,16.1,15.9,16,10380000,0.0000
773,2015-7-13,16,16.1,15.85,15.85,9200000,-0.0094
774,2015-7-14,15.9,16,15.1,15.75,16840000,-0.0063
775,2015-7-15,15.7,16.5,15.1,15.7,22820000,-0.0032
776,2015-7-16,15.75,15.75,15.2,15.25,10440000,-0.0287
777,2015-7-17,15.25,15.3,15.15,15.15,9700000,-0.0066
778,2015-7-20,15.2,15.45,15.1,15.3,17720000,0.0099
779,2015-7-21,15.25,16,15.25,15.5,29230000,0.0131
780,2015-7-22,15.75,15.75,15.3,15.55,4170000,0.0032
781,2015-7-23,15.5,16,15.25,15.45,8500000,-0.0064
782,2015-7-24,15.5,15.5,15.15,15.3,17570000,-0.0097
783,2015-7-27,15.3,15.5,15.15,15.45,6620000,0.0098
784,2015-7-28,15.4,15.5,15.3,15.45,6490000,0.0000
785,2015-7-29,15.3,15.4,15.1,15.2,16520000,-0.0162
786,2015-7-30,15.25,15.25,14.9,14.95,796900,-0.0164
787,2015-7-31,15,15,14.05,14.4,15650000,-0.0368
788,2015-8-3,14.4,14.5,14.1,14.15,13960000,-0.0174
789,2015-8-4,14.15,14.2,14,14,85740000,-0.0106
790,2015-8-5,14.05,14.15,13.6,13.95,27590000,-0.0036
791,2015-8-6,13.85,14.25,13.7,13.9,30580000,-0.0036
792,2015-8-7,13.95,14.95,13.95,14.55,1640000,0.0468
793,2015-8-10,14.7,15.5,14.7,15.35,10160000,0.0550
794,2015-8-11,15.45,15.85,15.4,15.5,13170000,0.0098
795,2015-8-12,15.5,15.75,15.5,15.6,5490000,0.0065
796,2015-8-13,15.6,15.6,15.3,15.45,8370000,-0.0096
797,2015-8-14,15.5,15.5,15,15,9340000,-0.0291
798,2015-8-17,15.1,15.1,14.65,14.9,2040000,-0.0067
799,2015-8-18,14.85,15,14.7,14.85,2790000,-0.0034
800,2015-8-19,15,15.2,14.9,15,6870000,0.0101
801,2015-8-20,15.15,15.4,15.05,15.1,2300000,0.0067
